query	evalue	COG_category	Description	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	PFAMs
CAJ69948.1	2.30E-174	V	ABC transporter	ko:K02003	-	M00258	-	-	"ko00000,ko00002,ko02000"	3.A.1	ABC_tran
CAJ69949.1	1.03E-247	G	LacY proton/sugar symporter	-	-	-	-	-	-	-	MFS_1_like
CAJ69950.1	8.01E-107	G	phosphoenolpyruvate-dependent sugar phosphotransferase system	"ko:K02755,ko:K02756,ko:K02757,ko:K02777,ko:K02808,ko:K02809,ko:K02810"	"ko00010,ko00500,ko00520,ko02026,ko02060,ko05111,map00010,map00500,map00520,map02026,map02060,map05111"	"M00265,M00266,M00268,M00269,M00270,M00271,M00272,M00303,M00806"	"R00811,R02738,R02780,R04111,R04394,R05132,R08559"	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	"4.A.1.1.1,4.A.1.2.1,4.A.1.2.10,4.A.1.2.11,4.A.1.2.12,4.A.1.2.2,4.A.1.2.5,4.A.1.2.6,4.A.1.2.9"	"PTS_EIIA_1,PTS_EIIB,PTS_EIIC"
CAJ69952.1	0	G	family 4	"ko:K01222,ko:K01232"	"ko00010,ko00500,map00010,map00500"	-	"R00837,R00838,R00839,R05133,R05134,R06113"	"RC00049,RC00171,RC00714"	"ko00000,ko00001,ko01000"	-	"Glyco_hydro_4,Glyco_hydro_4C"
CAJ69953.1	0	G	pts system	"ko:K02749,ko:K02750"	"ko00500,ko02060,map00500,map02060"	M00268	R04111	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	"4.A.1.1.10,4.A.1.1.16,4.A.1.1.4,4.A.1.1.8"	"PTS_EIIB,PTS_EIIC"
CAJ69954.1	5.66E-185	K	Transcriptional regulator	ko:K03481	-	-	-	-	"ko00000,ko03000"	-	"HTH_6,SIS"
CAJ69955.1	8.99E-295	M	Peptidase family S41	-	-	-	-	-	-	-	"Peptidase_S41,Tricorn_C1"
CAJ69956.1	0	G	Belongs to the xylose isomerase family	ko:K01805	"ko00040,ko00051,ko01100,map00040,map00051,map01100"	-	"R00878,R01432"	"RC00376,RC00516"	"ko00000,ko00001,ko01000"	-	AP_endonuc_2
CAJ69957.1	0	G	"FGGY family of carbohydrate kinases, N-terminal domain"	ko:K00854	"ko00040,ko01100,map00040,map01100"	M00014	R01639	"RC00002,RC00538"	"ko00000,ko00001,ko00002,ko01000"	-	"FGGY_C,FGGY_N"
CAJ69958.1	9.71E-274	GK	ROK family	-	-	-	-	-	-	-	"HTH_24,MarR_2,ROK"
CAJ69959.1	2.09E-86	G	PTS system fructose IIA component	ko:K02793	"ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060"	M00276	R02630	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	4.A.6.1	EIIA-man
CAJ69960.1	3.25E-107	G	PTS system sorbose subfamily IIB component	ko:K02794	"ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060"	M00276	R02630	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	4.A.6.1	PTSIIB_sorb
CAJ69961.1	1.37E-180	G	PTS system mannose/fructose/sorbose family IID component	ko:K02796	"ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060"	M00276	R02630	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko02000"	4.A.6.1	EIID-AGA
CAJ69962.1	4.99E-178	G	PTS system sorbose-specific iic component	ko:K02795	"ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060"	M00276	R02630	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko02000"	4.A.6.1	EII-Sor
CAJ69963.1	0	G	Belongs to the glycosyl hydrolase 31 family	ko:K01811	-	-	-	-	"ko00000,ko01000"	-	"DUF5110,Glyco_hydro_31"
CAJ69964.1	2.33E-129	S	"Psort location Cytoplasmic, score"	-	-	-	-	-	-	-	DUF523
CAJ69965.1	2.75E-124	T	"Psort location CytoplasmicMembrane, score"	ko:K16923	-	M00582	-	-	"ko00000,ko00002,ko02000"	3.A.1.28	"ECF-ribofla_trS,ECF_trnsprt"
CAJ69966.1	7.51E-204	H	Fructose-bisphosphate aldolase class-II	"ko:K01624,ko:K08302"	"ko00010,ko00030,ko00051,ko00052,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00052,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230"	"M00001,M00003,M00165,M00167,M00344,M00345"	"R01068,R01069,R01070,R01829,R02568"	"RC00438,RC00439,RC00603,RC00604"	"ko00000,ko00001,ko00002,ko01000"	-	F_bP_aldolase
CAJ69967.1	0	G	"PTS system, Lactose/Cellobiose specific IIB subunit"	"ko:K02769,ko:K02770"	"ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060"	M00273	R03232	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	4.A.2.1	"PTS_EIIA_2,PTS_EIIC,PTS_IIB"
CAJ69968.1	7.93E-219	H	pfkB family carbohydrate kinase	ko:K16370	"ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130,map01200,map01230"	"M00001,M00345"	"R00756,R03236,R03237,R03238,R03239,R04779"	"RC00002,RC00017"	"ko00000,ko00001,ko00002,ko01000"	-	PfkB
CAJ69969.1	4.08E-168	K	"Helix-turn-helix domain, rpiR family"	-	-	-	-	-	-	-	"HTH_6,SIS"
CAJ69970.1	4.82E-131	S	Membrane	ko:K07149	-	-	-	-	ko00000	-	-
CAJ69971.1	0	G	Belongs to the glycosyl hydrolase 1 family	ko:K01223	"ko00010,ko00500,map00010,map00500"	-	"R00839,R05133,R05134"	"RC00049,RC00171,RC00714"	"ko00000,ko00001,ko01000"	-	Glyco_hydro_1
CAJ69972.1	2.71E-74	G	"PTS system, Lactose/Cellobiose specific IIA subunit"	ko:K02759	"ko00500,ko02060,map00500,map02060"	M00275	"R11170,R11172"	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	4.A.3.2	PTS_IIA
CAJ69973.1	9.95E-286	G	"The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane"	ko:K02761	"ko00500,ko02060,map00500,map02060"	M00275	"R11170,R11172"	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko02000"	4.A.3.2	PTS_EIIC
CAJ69974.1	5.77E-68	G	"PTS system, Lactose Cellobiose specific IIB subunit"	ko:K02760	"ko00500,ko02060,map00500,map02060"	M00275	"R11170,R11172"	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	4.A.3.2	PTS_IIB
CAJ69975.1	0	G	PRD domain protein	ko:K03491	-	-	-	-	"ko00000,ko03000"	-	"HTH_11,Mga,PRD,PTS_EIIA_2"
CAJ69976.1	5.14E-268	G	Belongs to the glycerate kinase type-1 family	ko:K00865	"ko00260,ko00561,ko00630,ko01100,ko01120,ko01130,map00260,map00561,map00630,map01100,map01120,map01130"	-	R08572	"RC00002,RC00428"	"ko00000,ko00001,ko01000"	-	Gly_kinase
CAJ69977.1	0	G	Glycosyl hydrolases family 38 C-terminal domain	ko:K15524	-	-	-	-	"ko00000,ko01000"	-	"Alpha-mann_mid,Glyco_hydro_38,Glyco_hydro_38C"
CAJ69978.1	0	G	"Phosphotransferase system, EIIC"	"ko:K11198,ko:K11199,ko:K11200"	"ko02060,map02060"	M00305	R11169	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	4.A.2.1.3	"PTS_EIIA_2,PTS_EIIC,PTS_IIB"
CAJ69979.1	2.90E-168	K	"Helix-turn-helix domain, rpiR family"	-	-	-	-	-	-	-	"HTH_6,SIS"
CAJ69980.1	2.41E-188	G	YdjC-like protein	-	-	-	-	-	-	-	YdjC
CAJ69981.1	0	G	pts system	"ko:K02803,ko:K02804"	"ko00520,ko02060,map00520,map02060"	M00267	R05199	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	"4.A.1.1.15,4.A.1.1.2,4.A.1.1.5,4.A.1.1.7"	"PTS_EIIB,PTS_EIIC"
CAJ69982.1	9.77E-171	K	UTRA	ko:K03486	-	-	-	-	"ko00000,ko03000"	-	"GntR,UTRA"
CAJ69983.1	0	G	Alpha-amylase domain	"ko:K01176,ko:K01187,ko:K01226"	"ko00052,ko00500,ko01100,ko04973,map00052,map00500,map01100,map04973"	-	"R00028,R00801,R00802,R00837,R02108,R02112,R06087,R06088,R06113,R11262"	"RC00028,RC00049,RC00077"	"ko00000,ko00001,ko01000"	-	"Alpha-amylase,Malt_amylase_C"
CAJ69984.2	2.01E-302	E	amino acid	-	-	-	-	-	-	-	AA_permease_2
CAJ69985.2	2.31E-176	S	"Evidence 3 Function proposed based on presence of conserved amino acid motif, structural feature or limited homology"	ko:K07010	-	-	-	-	"ko00000,ko01002"	-	Peptidase_C26
CAJ69986.1	0	KT	Sigma-54 interaction domain	"ko:K02688,ko:K06714"	-	-	-	-	"ko00000,ko03000"	-	"HTH_12,HTH_8,PAS_8,PAS_9,PrpR_N,Sigma54_activat"
CAJ69987.1	0	G	Cellulase (glycosyl hydrolase family 5)	ko:K01223	"ko00010,ko00500,map00010,map00500"	-	"R00839,R05133,R05134"	"RC00049,RC00171,RC00714"	"ko00000,ko00001,ko01000"	-	Glyco_hydro_1
CAJ69988.1	0	G	Belongs to the glycosyl hydrolase 1 family	ko:K01223	"ko00010,ko00500,map00010,map00500"	-	"R00839,R05133,R05134"	"RC00049,RC00171,RC00714"	"ko00000,ko00001,ko01000"	-	Glyco_hydro_1
CAJ69989.1	0	G	.Experimentally verified through RNA-seq as part of Spo0A regulated transcriptome down-regulated in Spo0A mutant	"ko:K02755,ko:K02756,ko:K02757"	"ko02060,map02060"	M00271	-	-	"ko00000,ko00001,ko00002,ko01000,ko02000"	"4.A.1.2.11,4.A.1.2.2,4.A.1.2.5,4.A.1.2.6"	"PTS_EIIA_1,PTS_EIIB,PTS_EIIC"
CAJ69990.1	1.34E-200	K	CAT RNA binding domain	ko:K03488	-	-	-	-	"ko00000,ko03000"	-	"CAT_RBD,PRD"
CAJ69991.1	3.50E-292	S	Peptidase dimerisation domain	ko:K12941	-	-	-	-	"ko00000,ko01002"	-	"M20_dimer,Peptidase_M20"
CAJ69992.1	6.22e-316	S	C4-dicarboxylate anaerobic carrier	-	-	-	-	-	-	-	DcuC
CAJ69993.1	0	G	pts system	"ko:K20107,ko:K20108"	"ko00500,ko02060,map00500,map02060"	M00806	R04111	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	"4.A.1.1.11,4.A.1.1.12"	"PTS_EIIA_1,PTS_EIIB,PTS_EIIC"
CAJ69994.1	0	E	Dipeptidase	ko:K01439	"ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230"	M00016	R02734	"RC00064,RC00090"	"ko00000,ko00001,ko00002,ko01000"	-	"M20_dimer,Peptidase_M20"
CAJ69995.1	3.18E-95	G	"PTS system, glucose subfamily, IIA"	"ko:K02777,ko:K20116,ko:K20117,ko:K20118"	"ko00010,ko00500,ko00520,ko02026,ko02060,ko05111,map00010,map00500,map00520,map02026,map02060,map05111"	"M00265,M00266,M00268,M00270,M00272,M00303,M00806,M00809"	"R02738,R02780,R04111,R04394,R05132,R08559"	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	"4.A.1.1.1,4.A.1.1.13,4.A.1.1.14,4.A.1.1.9"	PTS_EIIA_1
CAJ69996.2	2.49E-188	S	Cof-like hydrolase	-	-	-	-	-	-	-	Hydrolase_3
CAJ69997.1	2.30E-275	C	alcohol dehydrogenase	ko:K13954	"ko00010,ko00071,ko00350,ko00625,ko00626,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map01100,map01110,map01120,map01130,map01220"	-	"R00623,R00754,R04880,R05233,R05234,R06917,R06927"	"RC00050,RC00088,RC00099,RC00116,RC00649"	"ko00000,ko00001,ko01000"	-	Fe-ADH
CAJ69998.1	5.71E-152	G	Pfam:Transaldolase	-	-	-	-	-	-	-	TAL_FSA
CAJ69999.1	0	K	Mga helix-turn-helix domain	ko:K02538	-	-	-	-	"ko00000,ko03000"	-	"HTH_11,Mga,PRD,PTS_EIIA_2,PTS_IIB"
CAJ70000.1	2.11E-131	S	"Uncharacterised 5xTM membrane BCR, YitT family COG1284"	-	-	-	-	-	-	-	YitT_membrane
CAJ70001.1	3.43E-179	G	Ribulose-phosphate 3 epimerase family	-	-	-	-	-	-	-	Ribul_P_3_epim
CAJ70002.1	2.51E-301	H	"Catalyzes the phosphorylation of D-fructose 6-phosphate, the first committing step of glycolysis. Uses inorganic phosphate (PPi) as phosphoryl donor instead of ATP like common ATP-dependent phosphofructokinases (ATP-PFKs), which renders the reaction reversible, and can thus function both in glycolysis and gluconeogenesis. Consistently, PPi-PFK can replace the enzymes of both the forward (ATP-PFK) and reverse (fructose-bisphosphatase (FBPase)) reactions"	ko:K21071	"ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130"	-	"R00756,R00764,R02073,R03236,R04779"	"RC00002,RC00017"	"ko00000,ko00001,ko01000"	-	PFK
CAJ70003.1	0	KT	transcriptional regulatory protein	-	-	-	-	-	-	-	-
CAJ70004.1	2.66E-292	E	Peptidase dimerisation domain	-	-	-	-	-	-	-	"M20_dimer,Peptidase_M20"
CAJ70005.1	0	S	Peptidase dimerisation domain	ko:K12941	-	-	-	-	"ko00000,ko01002"	-	"M20_dimer,Peptidase_M20"
CAJ70006.1	3.85E-279	E	"Psort location CytoplasmicMembrane, score"	-	-	-	-	-	-	-	-
CAJ70007.1	0	G	Glycosyl hydrolase family 1	ko:K01223	"ko00010,ko00500,map00010,map00500"	-	"R00839,R05133,R05134"	"RC00049,RC00171,RC00714"	"ko00000,ko00001,ko01000"	-	Glyco_hydro_1
CAJ70008.1	0	G	"phosphotransferase system, EIIB"	"ko:K02755,ko:K02756,ko:K02757"	"ko02060,map02060"	M00271	-	-	"ko00000,ko00001,ko00002,ko01000,ko02000"	"4.A.1.2.11,4.A.1.2.2,4.A.1.2.5,4.A.1.2.6"	"PTS_EIIA_1,PTS_EIIB,PTS_EIIC"
CAJ70009.1	5.71E-202	K	CAT RNA binding domain	ko:K03488	-	-	-	-	"ko00000,ko03000"	-	"CAT_RBD,PRD"
CAJ70010.1	2.86E-48	S	Protein of unknown function (DUF3139)	-	-	-	-	-	-	-	DUF3139
CAJ70011.1	2.64E-287	CG	"TIGRFAM glycosyltransferase, MGT family"	-	-	-	-	-	-	-	"Glyco_tran_28_C,UDPGT"
CAJ70012.2	2.49E-95	K	SpoVT / AbrB like domain	-	-	-	-	-	-	-	"HTH_3,MazE_antitoxin"
CAJ70014.1	1.48E-165	C	Flavodoxin domain	-	-	-	-	-	-	-	"Fer4,Fer4_4,Flavodoxin_5"
CAJ70015.1	7.06E-81	K	"Transcriptional regulator, ArsR family"	-	-	-	-	-	-	-	HTH_5
CAJ70016.1	2.87E-173	C	Nitroreductase family	-	-	-	-	-	-	-	"Fer4,Fer4_10,Fer4_4,Fer4_7,Fer4_9,Nitroreductase"
CAJ70017.1	0	G	Belongs to the glycosyl hydrolase 1 family	ko:K01223	"ko00010,ko00500,map00010,map00500"	-	"R00839,R05133,R05134"	"RC00049,RC00171,RC00714"	"ko00000,ko00001,ko01000"	-	Glyco_hydro_1
CAJ70018.1	0	G	.Experimentally verified through RNA-seq as part of Spo0A regulated transcriptome down-regulated in Spo0A mutant	"ko:K02755,ko:K02756,ko:K02757"	"ko02060,map02060"	M00271	-	-	"ko00000,ko00001,ko00002,ko01000,ko02000"	"4.A.1.2.11,4.A.1.2.2,4.A.1.2.5,4.A.1.2.6"	"PTS_EIIA_1,PTS_EIIB,PTS_EIIC"
CAJ70019.1	7.92E-189	K	CAT RNA binding domain	ko:K03488	-	-	-	-	"ko00000,ko03000"	-	"CAT_RBD,PRD"
CAJ70020.1	1.10E-299	G	.Experimentally verified through RNA-seq as part of Spo0A regulated transcriptome down-regulated in Spo0A mutant	"ko:K02756,ko:K02757"	"ko02060,map02060"	M00271	-	-	"ko00000,ko00001,ko00002,ko01000,ko02000"	"4.A.1.2.11,4.A.1.2.2,4.A.1.2.5,4.A.1.2.6"	"PTS_EIIA_1,PTS_EIIB,PTS_EIIC"
CAJ70021.1	5.67E-157	S	Haloacid dehalogenase-like hydrolase	ko:K01838	"ko00500,map00500"	-	"R02728,R11310"	RC00408	"ko00000,ko00001,ko01000"	-	HAD_2
CAJ70022.1	0	G	Glycosyl hydrolase family 65 central catalytic domain protein	ko:K05342	"ko00500,ko01100,map00500,map01100"	-	R02727	RC00049	"ko00000,ko00001,ko01000"	-	"Glyco_hydro_65C,Glyco_hydro_65N,Glyco_hydro_65m"
CAJ70023.1	0	G	Belongs to the glycosyl hydrolase 1 family	ko:K01223	"ko00010,ko00500,map00010,map00500"	-	"R00839,R05133,R05134"	"RC00049,RC00171,RC00714"	"ko00000,ko00001,ko01000"	-	Glyco_hydro_1
CAJ70024.1	2.98E-213	K	transcriptional regulator (AraC family)	-	-	-	-	-	-	-	"AraC_binding,Cupin_2,HTH_18,HTH_AraC"
CAJ70025.1	1.72E-99	G	"Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2"	-	-	-	-	-	-	-	PTS_EIIA_2
CAJ70026.1	0	K	Mga helix-turn-helix domain	ko:K02538	-	-	-	-	"ko00000,ko03000"	-	"HTH_11,Mga,PRD,PTS_EIIA_2,PTS_IIB"
CAJ70027.1	0	G	"Phosphotransferase system, EIIC"	"ko:K02768,ko:K02769,ko:K02770"	"ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060"	M00273	R03232	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	4.A.2.1	"PTS_EIIA_2,PTS_IIB"
CAJ70028.1	3.60E-208	G	"Fructose-1,6-bisphosphate aldolase, class II"	ko:K01624	"ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230"	"M00001,M00003,M00165,M00167,M00344,M00345"	"R01068,R01070,R01829,R02568"	"RC00438,RC00439,RC00603,RC00604"	"ko00000,ko00001,ko00002,ko01000"	-	F_bP_aldolase
CAJ70029.1	0	G	Belongs to the glycosyl hydrolase 1 family	ko:K01223	"ko00010,ko00500,map00010,map00500"	-	"R00839,R05133,R05134"	"RC00049,RC00171,RC00714"	"ko00000,ko00001,ko01000"	-	Glyco_hydro_1
CAJ70030.1	0	G	.Experimentally verified through RNA-seq as part of Spo0A regulated transcriptome down-regulated in Spo0A mutant	"ko:K02755,ko:K02756,ko:K02757"	"ko02060,map02060"	M00271	-	-	"ko00000,ko00001,ko00002,ko01000,ko02000"	"4.A.1.2.11,4.A.1.2.2,4.A.1.2.5,4.A.1.2.6"	"PTS_EIIA_1,PTS_EIIB,PTS_EIIC"
CAJ70031.1	5.06E-196	K	CAT RNA binding domain	ko:K03488	-	-	-	-	"ko00000,ko03000"	-	"CAT_RBD,PRD"
CAJ70032.1	1.66E-38	K	DNA-binding helix-turn-helix protein	ko:K07729	-	-	-	-	"ko00000,ko03000"	-	HTH_3
CAJ70033.1	8.41E-88	-	-	-	-	-	-	-	-	-	-
CAJ70034.1	1.84E-86	-	-	-	-	-	-	-	-	-	-
CAJ70035.1	8.13E-150	S	DJ-1/PfpI family	-	-	-	-	-	-	-	DJ-1_PfpI
CAJ70036.1	4.82E-227	K	PFAM HTH domain	-	-	-	-	-	-	-	"HTH_11,WYL"
CAJ70037.1	0	K	Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides	-	-	-	-	-	-	-	-
CAJ70040.1	0	H	C-5 cytosine-specific DNA methylase	ko:K00558	"ko00270,ko01100,ko05206,map00270,map01100,map05206"	M00035	R04858	"RC00003,RC00332"	"ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036"	-	DNA_methylase
CAJ70041.1	0	-	-	-	-	-	-	-	-	-	-
CAJ70042.1	0	KL	PFAM helicase	-	-	-	-	-	-	-	Helicase_C
CAJ70043.1	0	S	Domain of unknown function (DUF1998)	-	-	-	-	-	-	-	DUF1998
CAJ70044.1	3.56E-157	L	DnaD domain protein	-	-	-	-	-	-	-	-
CAJ70046.1	1.42E-39	K	sequence-specific DNA binding	ko:K07729	-	-	-	-	"ko00000,ko03000"	-	"HTH_19,HTH_3"
CAJ70047.1	5.60E-172	K	sequence-specific DNA binding	"ko:K19449,ko:K20373"	"ko02024,map02024"	-	-	-	"ko00000,ko00001,ko03000"	-	"HTH_19,HTH_3"
CAJ70048.1	3.63E-110	K	Helix-turn-helix XRE-family like proteins	-	-	-	-	-	-	-	HTH_3
CAJ70049.2	1.98E-184	S	Fic/DOC family	-	-	-	-	-	-	-	Fic
CAJ70050.1	1.40E-283	L	"Phage integrase, N-terminal SAM-like domain"	-	-	-	-	-	-	-	"Phage_int_SAM_3,Phage_integrase"
CAJ70052.2	2.24E-45	S	Protein of unknown function (DUF3791)	-	-	-	-	-	-	-	DUF3791
CAJ70053.1	3.63E-110	O	"the 2 termini fold to resemble tRNA(Ala) and it encodes a tag peptide , a short internal open reading frame. During trans-translation Ala- aminoacylated tmRNA acts like a tRNA, entering the A-site of stalled ribosomes, displacing the stalled mRNA. The ribosome then switches to translate the ORF on the tmRNA"	ko:K03664	-	-	-	-	ko00000	-	SmpB
CAJ70054.1	1.39E-192	S	Mitochondrial biogenesis AIM24	-	-	-	-	-	-	-	AIM24
CAJ70055.1	4.69E-113	J	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	Acetyltransf_1
CAJ70056.1	3.99E-106	-	-	-	-	-	-	-	-	-	-
CAJ70057.1	1.25E-300	-	-	-	-	-	-	-	-	-	ABC2_membrane_3
CAJ70058.1	9.88E-205	V	"AAA domain, putative AbiEii toxin, Type IV TA system"	ko:K01990	-	M00254	-	-	"ko00000,ko00002,ko02000"	3.A.1	ABC_tran
CAJ70059.1	3.37E-115	S	Domain of unknown function (DUF1877)	-	-	-	-	-	-	-	DUF1877
CAJ70060.1	0	J	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs	ko:K12573	"ko03018,map03018"	-	-	-	"ko00000,ko00001,ko01000,ko03016,ko03019"	-	"OB_RNB,RNB,S1"
CAJ70061.1	2.24E-140	L	DNA alkylation repair enzyme	-	-	-	-	-	-	-	DNA_alkylation
CAJ70062.1	2.78E-82	K	"Transcriptional regulator, HxlR family"	-	-	-	-	-	-	-	HxlR
CAJ70063.1	1.80E-120	EGP	"TIGRFAM Raf kinase inhibitor-like protein, YbhB YbcL family"	ko:K06910	-	-	-	-	ko00000	-	PBP
CAJ70064.1	3.36E-91	E	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	-	-	-	-	-	-	-	Glyoxalase
CAJ70065.1	1.81E-202	S	"Transporter, auxin efflux carrier (AEC) family protein"	ko:K07088	-	-	-	-	ko00000	-	Mem_trans
CAJ70066.1	2.58E-41	U	"Preprotein translocase, SecG subunit"	ko:K03075	"ko02024,ko03060,ko03070,map02024,map03060,map03070"	M00335	-	-	"ko00000,ko00001,ko00002,ko02044"	"3.A.5.1,3.A.5.2"	SecG
CAJ70067.1	0.00E+00	G	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis	ko:K01689	"ko00010,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04066,map00010,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04066"	"M00001,M00002,M00003,M00346,M00394"	R00658	RC00349	"ko00000,ko00001,ko00002,ko01000,ko03019,ko04147"	-	"Enolase_C,Enolase_N"
CAJ70068.1	0	G	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate	ko:K15633	"ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230"	"M00001,M00002,M00003"	R01518	RC00536	"ko00000,ko00001,ko00002,ko01000"	-	"Metalloenzyme,Phosphodiest,iPGM_N"
CAJ70069.1	2.59E-174	G	Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P)	ko:K01803	"ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230"	"M00001,M00002,M00003"	R01015	RC00423	"ko00000,ko00001,ko00002,ko01000,ko04147"	-	TIM
CAJ70070.1	3.74E-285	F	phosphoglycerate kinase	"ko:K00927,ko:K01803"	"ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230"	"M00001,M00002,M00003,M00165,M00166,M00308,M00552"	"R01015,R01512"	"RC00002,RC00043,RC00423"	"ko00000,ko00001,ko00002,ko01000,ko04147"	-	PGK
CAJ70071.1	1.99E-238	G	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family	ko:K00134	"ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010"	"M00001,M00002,M00003,M00165,M00166,M00308,M00552"	R01061	RC00149	"ko00000,ko00001,ko00002,ko01000,ko04131,ko04147"	-	"Gp_dh_C,Gp_dh_N"
CAJ70072.1	9.43E-235	K	Putative sugar-binding domain	ko:K05311	-	-	-	-	"ko00000,ko03000"	-	Sugar-bind
CAJ70073.1	0.00E+00	K	RNA polymerase	ko:K03092	"ko02020,ko05111,map02020,map05111"	-	-	-	"ko00000,ko00001,ko03021"	-	"Sigma54_AID,Sigma54_CBD,Sigma54_DBD"
CAJ70074.1	0	C	"Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain"	-	-	-	-	-	-	-	"Ald_Xan_dh_C,Ald_Xan_dh_C2,Fer2,Fer2_2"
CAJ70075.1	0	F	Amidohydrolase family	ko:K01464	"ko00240,ko00410,ko00770,ko00983,ko01100,map00240,map00410,map00770,map00983,map01100"	M00046	"R02269,R03055,R08227"	"RC00632,RC00680"	"ko00000,ko00001,ko00002,ko01000,ko04147"	-	Amidohydro_1
CAJ70076.1	5.86E-255	C	Dihydroorotate dehydrogenase	-	-	-	-	-	-	-	"DHO_dh,Fer4"
CAJ70077.1	8.94E-307	F	Permease family	ko:K03458	-	-	-	-	ko00000	2.A.40	Xan_ur_permease
CAJ70078.1	0	F	Amidohydrolase family	"ko:K12960,ko:K20810"	"ko00130,ko00270,ko01100,ko01110,map00130,map00270,map01100,map01110"	-	"R09660,R10695"	RC00477	"ko00000,ko00001,ko01000"	-	Amidohydro_1
CAJ70079.1	0	Q	N-acyl-D-aspartate D-glutamate deacylase	"ko:K01465,ko:K06015"	"ko00240,ko01100,map00240,map01100"	M00051	"R01993,R02192"	"RC00064,RC00328,RC00632"	"ko00000,ko00001,ko00002,ko01000"	-	Amidohydro_3
